CLV;CLM;CLI;FEGL;SIGL;PGL;ALGL;MNGL;PFGL;CAGL;MGGL;TIGL;FOGL;Fe3O4GL;G1;G2;G3;G23;G4;FE1;SI1;P1;AL1;MN1;PF1;CA1;MG1;TI1;FO1;Fe3O4_1;FE2;SI2;P2;AL2;MN2;PF2;CA2;MG2;TI2;FO2;Fe3O4_2;FE3;SI3;P3;AL3;MN3;PF3;CA3;MG3;TI3;FO3;Fe3O4_3;FE23;SI23;P23;AL23;MN23;PF23;CA23;MG23;TI23;FO23;Fe3O4_23;FE4;SI4;P4;AL4;MN4;PF4;CA4;MG4;TI4;FO4;Fe3O4_4;FQGL;FQ1;FQ2;FQ3;FQ23;FQ4
CG;CG;CG;66,105;2,202;0,068;1,141;0,012;1,718;0,017;0,06;0,102;-99;-99;47,964;24,872;9,618;34,49;17,553;67,62;1,02;0,048;0,76;0,011;1,11;0,01;0,058;0,073;-99;-99;67,31;1,15;0,053;1,23;0,01;1,21;0,034;0,062;0,074;-99;-99;67,12;1,08;0,077;1,19;0,014;1,79;0,017;0,064;0,084;-99;-99;67,257;1,13;0,06;1,219;0,011;1,372;0,029;0,063;0,077;-99;-99;59,7;7,54;0,137;2,03;0,019;4,06;0,232;0,06;0,01;-99;-99;99,922;99,832;100,127;100,381;100,199;99,624
IARF;IFR;IFR;56,654;14,726;0,035;2,193;0,01;1,69;0,01;0,01;0,177;-99;-99;27,156;26,815;6,385;33,2;39,644;67,8;1,66;0,022;0,79;0,01;0,53;0,01;0,01;0,128;-99;-99;66,81;2,33;0,028;1,07;0,01;0,97;0,01;0,01;0,172;-99;-99;59,07;11,26;0,041;1,84;0,01;1,7;0,01;0,01;0,215;-99;-99;65,321;4,047;0,031;1,218;0,01;1,11;0,01;0,01;0,18;-99;-99;41,76;32,62;0,048;3,97;0,01;2,97;0,209;0,01;0,01;-99;-99;99,897;100,125;100,157;99,594;100,048;99,616
AT;AT;AT;52,065;22,812;0,049;0,86;0,012;1,273;0,01;0,01;0,127;-99;-99;62,385;17,17;6,941;24,111;13,504;46,82;31,64;0,02;0,42;0,01;0,42;0,01;0,01;0,06;-99;-99;63,93;4,37;0,1;1,23;0,018;2,49;0,01;0,01;0,238;-99;-99;63,16;4;0,126;1,56;0,014;3,4;0,01;0,01;0,278;-99;-99;63,708;4,263;0,107;1,325;0,017;2,752;0,01;0,01;0,25;-99;-99;55,51;15,15;0,077;2,06;0,011;2,57;0,22;0,01;0,01;-99;-99;99,657;99,557;100,001;99,865;99,96;99,573
IC;IC;IC;47,1370;31,672;0,015;0,359;0,01;0,249;0,01;0,01;0,025;-99;-99;81,067;4,989;3,101;8,09;10,844;46,85;32,25;0,014;0,26;0,01;0,17;0,01;0,01;0,024;-99;-99;64,74;7,04;0,023;0,31;0,01;0,37;0,01;0,01;0,028;-99;-99;65,86;4,93;0,031;0,3;0,01;0,5;0,01;0,01;0,023;-99;-99;65,169;6,231;0,026;0,306;0,01;0,42;0,01;0,01;0,026;-99;-99;35,83;46,33;0,017;1,14;0,01;0,71;0,033;0,01;0,01;-99;-99;99,764;99,75;100,392;100,017;100,248;99,511
IF;IFR;IFR;55,762;16,502;0,062;2,02;0,01;1,224;0,037;0,026;0,178;-99;-99;31,851;20,114;9,361;29,475;38,681;67,65;1,09;0,058;0,84;0,01;0,73;0,03;0,01;0,211;-99;-99;66,6;2,02;0,064;1,36;0,01;0,81;0,096;0,038;0,239;-99;-99;64,22;5,57;0,07;1,26;0,01;0,88;0,041;0,01;0,194;-99;-99;65,844;3,147;0,066;1,328;0,01;0,832;0,079;0,029;0,225;-99;-99;38,29;39,37;0,063;3,52;0,01;1,93;0,114;0,036;0,011;-99;-99;99,865;99,776;99,941;99,944;99,941;99,881
IF;IFR;IFR;58,548;12,259;0,079;2,021;0,01;1,2;0,036;0,01;0,057;-99;-99;36,971;16,94;10,619;27,559;35,471;59,14;12,55;0,094;0,9;0,01;0,52;0,079;0,01;0,055;-99;-99;66,75;2,51;0,076;0,73;0,01;0,7;0,01;0,01;0,079;-99;-99;65,88;3,41;0,099;0,9;0,01;0,99;0,012;0,01;0,052;-99;-99;66,415;2,857;0,085;0,796;0,01;0,812;0,011;0,01;0,069;-99;-99;51,82;19,26;0,06;4,14;0,01;2,21;0,051;0,01;0,01;-99;-99;99,483;98,895;99,659;99,802;99,716;99,918
HF;HF;HF;66,542;1,922;0,028;1,411;0,01;1,077;0,01;0,01;0,023;-99;-99;22,552;19,097;13,272;32,369;45,079;66,76;0,66;0,038;1,94;0,01;1,54;0,01;0,01;0,02;-99;-99;67,97;0,74;0,028;0,93;0,01;0,76;0,01;0,01;0,018;-99;-99;67,86;1,8;0,034;0,43;0,01;0,57;0,01;0,01;0,026;-99;-99;67,925;1,175;0,03;0,725;0,01;0,682;0,01;0,01;0,021;-99;-99;65,44;3,09;0,021;1,64;0,01;1,13;0,025;0,01;0,01;-99;-99;99,665;99,727;99,722;99,956;99,817;99,526
IF;HC;HC;62,711;5,803;0,094;1,868;0,011;1,889;0,017;0,042;0,112;-99;-99;76,768;9,955;2,672;12,627;10,605;66,09;1,63;0,084;1,55;0,011;1,68;0,019;0,047;0,104;-99;-99;63,95;2,73;0,113;2,47;0,012;2,16;0,01;0,03;0,175;-99;-99;60,93;6,08;0,169;2,79;0,013;3,04;0,013;0,048;0,163;-99;-99;63,311;3,439;0,125;2,538;0,012;2,346;0,011;0,034;0,172;-99;-99;37,54;38,83;0,127;3,37;0,01;2,86;0,094;0,019;0,01;-99;-99;99,619;99,726;99,279;99,65;99,358;99,158
ICTF;HCT;HCT;63,9380;3,459;0,029;3,068;0,069;2,083;0,01;0,103;0,109;-99;-99;6,472;20,007;25,281;45,288;48,252;64,56;1,21;0,02;4,37;0,041;2,59;0,01;0,089;0,072;-99;-99;66,81;1,56;0,036;1,54;0,041;1,09;0,01;0,149;0,095;-99;-99;67,13;1,72;0,024;1,19;0,04;0,78;0,01;0,105;0,068;-99;-99;66,989;1,649;0,029;1,345;0,04;0,917;0,01;0,124;0,08;-99;-99;60,99;5,46;0,03;4,51;0,101;3,11;0,141;0,085;0,011;-99;-99;100,4;100,741;100,098;99,955;100,017;100,714
IF;IF;IF;36,704;45,632;0,036;1,503;0,023;1,436;0,013;0,011;0,097;-99;-99;3,979;5,605;7,184;12,789;83,238;46,88;30,65;0,062;0,78;0,037;2,93;0,01;0,01;0,052;-99;-99;55,39;17,39;0,079;0,76;0,05;3,36;0,01;0,026;0,063;-99;-99;58,24;14,23;0,052;0,67;0,034;1,96;0,01;0,017;0,057;-99;-99;56,991;15,615;0,064;0,709;0,041;2,574;0,01;0,021;0,06;-99;-99;33,1;50,96;0,031;1,66;0,019;1,19;0,105;0,01;0,014;-99;-99;101,28;101,646;101,046;100,373;100,669;101,358
IF;IF;IF;32,188;49,071;0,062;2,907;0,032;2,828;0,016;0,01;0,331;-99;-99;8,039;14,158;10,468;24,626;67,342;35,96;43,28;0,072;2,34;0,031;3,3;0,013;0,01;0,318;-99;-99;41,51;33,65;0,097;2,67;0,047;4,26;0,016;0,01;0,379;-99;-99;42,15;31,86;0,105;3,64;0,046;4,38;0,017;0,01;0,525;-99;-99;41,782;32,889;0,1;3,082;0,047;4,311;0,016;0,01;0,441;-99;-99;28,23;55,68;0,047;2,91;0,027;2,23;0,292;0,01;0,016;-99;-99;101,366;100,878;100,615;100,994;100,775;101,641
RA;IAL;LT;25,505;27,215;0,046;23,187;0,105;10,724;0,012;0,023;1,271;-99;-99;18,29;16,275;27,223;43,498;38,212;30,94;23,82;0,046;20,27;0,094;9,62;0,01;0,013;1,138;-99;-99;33,6;22,23;0,049;18,81;0,083;8,7;0,01;0,011;1,047;-99;-99;23,45;29,24;0,045;24,18;0,111;10,76;0,018;0,03;1,314;-99;-99;27,248;26,617;0,046;22,171;0,101;9,989;0,015;0,023;1,214;-99;-99;20,92;29,52;0,047;25,74;0,116;12,09;1,4;0,028;0,01;-99;-99;99,137;99,333;99,065;99,315;99,221;98,955
RA;IAL;LT;51,364;12,794;0,04;8,125;0,221;4,604;0,011;0,025;0,457;-99;-99;19,677;13,818;18,599;32,417;47,913;61,45;4,27;0,045;4,31;0,79;1,53;0,014;0,01;0,273;-99;-99;64,05;3,12;0,041;2,04;0,131;2,61;0,01;0,01;0,166;-99;-99;54,05;20,28;0,02;1,03;0,015;1,36;0,01;0,01;0,137;-99;-99;58,313;12,965;0,029;1,461;0,064;1,893;0,01;0,01;0,149;-99;-99;42,52;16,18;0,045;14,2;0,093;7,7;0,74;0,041;0,011;-99;-99;99,828;99,385;99,791;100,167;100,007;99,886
IP;IF;IF;27,69;57,7;0,011;1,127;0,01;0,66;0,01;0,01;0,074;-99;-99;8,102;2,873;6,077;8,95;82,961;29,27;55,23;0,023;0,82;0,01;1,21;0,01;0,01;0,079;-99;-99;50,73;25,01;0,013;0,53;0,01;0,7;0,01;0,01;0,062;-99;-99;49,1;26,08;0,012;1,36;0,01;1;0,01;0,01;0,095;-99;-99;49,623;25,737;0,012;1,094;0,01;0,904;0,01;0,01;0,084;-99;-99;25,17;61,39;0,01;1,16;0,01;0,58;0,072;0,01;0,01;-99;-99;99,208;99,272;98,893;98,794;98,825;99,243
ICTF;IGO;IGO;21,352;60,708;0,162;2,606;0,917;3,79;0,01;0,021;0,127;-99;-99;35,881;16,306;8,096;24,402;39,725;25,56;58,4;0,17;1,58;0,402;3,3;0,01;0,01;0,088;-99;-99;19,37;65,11;0,122;1,92;0,408;2,57;0,01;0,01;0,095;-99;-99;21,33;61,42;0,152;2,67;1,591;3,71;0,01;0,01;0,116;-99;-99;20,02;63,886;0,132;2,169;0,8;2,948;0,01;0,01;0,102;-99;-99;18,37;60,84;0,174;3,8;1,455;4,75;0,178;0,038;0,01;-99;-99;99,344;100,84;98,215;100,834;99,083;98,157
ICTF;QF;QF;10,318;56,898;0,156;7,241;10,124;6,508;0,031;0,289;0,255;-99;-99;14,586;17,515;12,434;29,949;55,472;4,41;71,83;0,11;2,57;12,163;4,36;0,024;0,01;0,05;-99;-99;6,99;59,06;0,151;3,55;15,896;5,96;0,043;0,056;0,087;-99;-99;11,62;46,5;0,201;4,94;16,53;7,83;0,042;0,136;0,172;-99;-99;8,912;53,845;0,172;4,127;16,159;6,736;0,043;0,089;0,122;-99;-99;12,63;54,62;0,159;10,15;6,329;6,95;0,381;0,47;0,027;-99;-99;99,403;101,106;99,621;98,037;98,962;99,191
ICTF;IAL;HCT;59,5530;5,651;0,027;5,109;0,335;3,577;0,012;0,041;0,099;-99;-99;9,139;10,026;12,488;22,514;68,346;59,08;2,23;0,027;7,34;0,272;4,81;0,01;0,086;0,053;-99;-99;61,29;5,18;0,022;3,98;0,129;2,65;0,033;0,115;0,033;-99;-99;63,94;5,86;0,012;1,75;0,104;0,61;0,01;0,05;0,046;-99;-99;62,76;5,557;0,016;2,743;0,115;1,518;0,02;0,079;0,04;-99;-99;58,56;6,14;0,031;5,59;0,416;4,09;0,125;0,022;0,01;-99;-99;100,126;99,409;99,834;99,903;99,87;100,308
ICTF;HCT;HCT;60,3370;3,744;0,085;3,45;0,167;6,588;0,01;0,109;0,276;-99;-99;24,425;11,845;12,89;24,735;50,839;61,3;1,79;0,083;3,08;0,146;7,34;0,01;0,129;0,072;-99;-99;61,3;2,4;0,093;2,66;0,17;7,4;0,01;0,013;0,185;-99;-99;62,9;3,81;0,068;1,64;0,125;4,57;0,01;0,145;0,148;-99;-99;62,134;3,135;0,08;2,128;0,147;5,925;0,01;0,082;0,166;-99;-99;59;4,98;0,089;4,27;0,187;6,55;0,427;0,113;0,01;-99;-99;100,851;100,44;100,741;100,568;100,652;101,148
ICTF;HCT;HCT;64,887;2,017;0,068;1,188;0,11;3,742;0,01;0,092;0,05;-99;-99;30,721;10,188;8,331;18,519;50,761;65,48;1,36;0,067;0,8;0,073;4,08;0,01;0,083;0,01;-99;-99;64,19;1,38;0,084;1,47;0,141;5,07;0,01;0,092;0,025;-99;-99;64,63;2,76;0,067;0,98;0,127;3,62;0,01;0,094;0,02;-99;-99;64,388;2,001;0,076;1,25;0,135;4,418;0,01;0,093;0,023;-99;-99;64,71;2,42;0,065;1,4;0,123;3,29;0,084;0,098;0,01;-99;-99;100,166;100,208;100,194;100,203;100,199;100,126
ICTF;IAL;IAL;59,671;5,456;0,062;3,545;0,16;5,933;0,01;0,088;0,128;-99;-99;20,371;11,778;10,372;22,15;57,479;60,63;1,77;0,064;3,8;0,201;7,56;0,01;0,101;0,055;-99;-99;61,33;2,27;0,079;2,5;0,214;7,37;0,01;0,129;0,04;-99;-99;61,01;5,93;0,065;1,82;0,14;5,28;0,01;0,075;0,046;-99;-99;61,18;3,984;0,072;2,182;0,179;6,391;0,01;0,104;0,043;-99;-99;58,75;7,33;0,058;3,98;0,139;5,18;0,187;0,078;0,01;-99;-99;100,82;100,385;100,46;100,717;100,579;101,072
ICTF;IFR;IFR;55,214;15,25;0,033;2,37;0,05;2,907;0,01;0,02;0,098;-99;-99;6,285;11,147;9,6;20,747;72,969;64,19;3,01;0,047;0,83;0,026;4,47;0,011;0,033;0,034;-99;-99;65,09;2,32;0,046;0,98;0,089;3,42;0,01;0,075;0,021;-99;-99;60,93;7,04;0,049;2,18;0,14;3,93;0,01;0,018;0,033;-99;-99;63,165;4,504;0,047;1,535;0,113;3,656;0,01;0,049;0,027;-99;-99;52,18;19,36;0,028;2,74;0,034;2,56;0,124;0,01;0,01;-99;-99;99,735;100,302;100,105;100,616;100,342;99,514
IF;IF;IF;49,175;25,966;0,039;1,036;0,143;1,971;0,01;0,034;0,029;-99;-99;14,112;8,553;13,194;21,747;64,141;51,79;22,5;0,029;0,16;0,075;1,87;0,01;0,037;0,035;-99;-99;60,6;9,84;0,045;0,3;0,504;2,27;0,01;0,091;0,01;-99;-99;61,99;8,75;0,039;0,29;0,28;1,79;0,01;0,112;0,01;-99;-99;61,443;9,179;0,041;0,294;0,368;1,979;0,01;0,104;0,01;-99;-99;44,44;32,42;0,041;1,48;0,082;1,99;0,034;0,01;0,01;-99;-99;99,626;98,819;99,915;100,04;99,99;99,68
IF;IF;IF;39,9390;38,096;0,056;1,16;0,536;2,21;0,02;0,161;0,043;-99;-99;14,37;6,131;8,198;14,329;71,302;60,56;5,47;0,083;0,86;1,508;5,29;0,023;0,046;0,027;-99;-99;60,59;5,43;0,061;0,83;2,724;2,96;0,041;0,158;0,013;-99;-99;61,31;8,44;0,051;0,98;0,853;2,08;0,021;0,125;0,037;-99;-99;61,002;7,152;0,055;0,916;1,654;2,457;0,03;0,139;0,027;-99;-99;31,55;50,89;0,051;1,27;0,115;1,54;0,05;0,188;0,017;-99;-99;99,611;100,436;99,715;100,556;100,197;99,327
IF;IF;IF;49,906;23,803;0,068;1,45;0,248;2,631;0,01;0,041;0,055;-99;-99;10,31;10,173;12,793;22,966;66,724;60,04;7,38;0,07;1,21;1,254;4,31;0,01;0,091;0,024;-99;-99;59,75;11,06;0,067;0,55;0,329;2,86;0,01;0,118;0,011;-99;-99;58,98;12,82;0,064;0,59;0,196;2,35;0,01;0,099;0,024;-99;-99;59,321;12,04;0,065;0,572;0,255;2,576;0,01;0,107;0,018;-99;-99;45,1;30,39;0,068;1,79;0,09;2,39;0,073;0,01;0,01;-99;-99;99,817;100,644;100,612;100,616;100,612;99,414
IF;IF;IF;37,974;40,243;0,039;1,179;0,476;1,645;0,015;0,01;0,073;-99;-99;21,35;10,491;9,095;19,586;59,065;33,36;46,92;0,036;0,23;0,962;1,98;0,019;0,01;0,018;-99;-99;39,27;38,96;0,027;0,86;0,724;1,21;0,023;0,01;0,046;-99;-99;42,27;33,6;0,035;2,01;0,449;1,72;0,013;0,01;0,093;-99;-99;40,663;36,471;0,031;1,394;0,596;1,447;0,018;0,01;0,068;-99;-99;38,75;39,08;0,042;1,45;0,261;1,59;0,095;0,01;0,012;-99;-99;98,16;98,196;98,25;98,539;98,384;98,071
IGOC;IC;IC;36,169;44,068;0,062;0,102;0,01;2,598;0,01;0,01;0,01;-99;-99;96,818;1,969;0,723;2,692;0,49;36,37;43,77;0,062;0,1;0,01;2,61;0,01;0,01;0,01;-99;-99;28,54;55,54;0,064;0,1;0,01;2,33;0,01;0,01;0,01;-99;-99;34,16;46,78;0,072;0,13;0,034;2,24;0,01;0,01;0,01;-99;-99;30,049;53,187;0,066;0,108;0,016;2,306;0,01;0,01;0,01;-99;-99;30,14;52,85;0,047;0,41;0,026;1,74;0,01;0,01;0,012;-99;-99;98,664;98,663;98,963;98,227;98,764;98,264
RO;IAL;LT;53,997;8,777;0,052;8,053;0,049;5,192;0,01;0,053;0,444;-99;-99;22,665;14,176;11,816;25,992;51,343;66,49;1,25;0,048;1,77;0,015;1,98;0,01;0,05;0,123;-99;-99;63,88;2,67;0,064;2,49;0,037;3,37;0,01;0,01;0,245;-99;-99;55,79;8,54;0,059;6,46;0,051;4,81;0,01;0,044;0,4;-99;-99;60,202;5,339;0,062;4,295;0,043;4,025;0,01;0,025;0,315;-99;-99;45,34;13,84;0,048;12,73;0,068;7,2;0,651;0,068;0,01;-99;-99;99,911;100,373;100,319;100,228;100,277;99,519
HGOF;IAL;IAL;53,275;6,467;0,44;4,725;0,01;11,459;0,01;0,01;0,837;-99;-99;39,133;33,247;12,254;45,501;15,372;56,96;3,45;0,394;3,6;0,01;10,45;0,01;0,01;0,647;-99;-99;53,26;5,98;0,456;4,59;0,01;12,14;0,01;0,01;0,89;-99;-99;46,99;14,81;0,463;5,34;0,01;11,63;0,01;0,01;0,888;-99;-99;51,571;8,358;0,458;4,792;0,01;12,003;0,01;0,01;0,889;-99;-99;48,94;8,55;0,505;7,39;0,01;12,42;1,17;0,01;0,01;-99;-99;100,696;100,518;100,824;100,943;100,855;100,69
AT;AT;AT;58,419;1,485;0,145;5,511;0,022;8,114;0,01;0,034;0,499;-99;-99;52,542;18,809;11,19;29,999;17,459;61,92;1,28;0,125;3,29;0,021;6,24;0,01;0,032;0,26;-99;-99;58,7;1,13;0,16;5,05;0,019;8,41;0,01;0,047;0,442;-99;-99;53,52;1,69;0,174;8,85;0,022;10,74;0,01;0,022;0,721;-99;-99;56,768;1,339;0,165;6,467;0,02;9,279;0,01;0,038;0,546;-99;-99;50,72;2,35;0,173;10,55;0,03;11,75;1,139;0,033;0,01;-99;-99;99,535;99,953;99,404;98,978;99,244;98,782
IF;IF;IF;45,639;31,671;0,041;1,197;0,081;1,396;0,013;0,01;0,082;-99;-99;2,318;9,666;13,897;23,563;74,119;63,27;6,42;0,079;0,9;0,025;1,57;0,01;0,01;0,091;-99;-99;64,52;5,44;0,05;0,59;0,03;0,94;0,01;0,01;0,073;-99;-99;58,15;15,25;0,031;0,69;0,043;0,86;0,015;0,01;0,083;-99;-99;60,763;11,226;0,039;0,649;0,038;0,893;0,013;0,01;0,079;-99;-99;40,28;38,96;0,041;1,38;0,096;1,55;0,082;0,01;0,013;-99;-99;99,818;99,671;99,461;100,172;99,881;99,801
ICTF;IFR;IFR;59,556;11,254;0,051;1,195;0,057;1,512;0,019;0,096;0,266;-99;-99;9,76;10,859;11,985;22,844;67,397;44,34;33,44;0,046;0,59;0,073;1,77;0,012;0,051;0,04;-99;-99;61,96;8,27;0,047;0,55;0,068;1,17;0,01;0,135;0,074;-99;-99;62,38;6,65;0,057;1,01;0,084;1,4;0,025;0,126;0,784;-99;-99;62,18;7,42;0,052;0,791;0,076;1,291;0,018;0,13;0,446;-99;-99;60,87;9,34;0,051;1,42;0,048;1,55;0,237;0,091;0,021;-99;-99;99,68;99,496;98,989;99,419;99,212;99,864
CG;CG;CG;65,2070;0,928;0,118;0,932;0,01;4,402;0,018;0,01;0,215;-99;-99;52,199;15,704;5,082;20,786;27,016;66,71;0,42;0,108;0,78;0,01;3,31;0,026;0,01;0,199;-99;-99;65,17;0,62;0,107;0,81;0,01;4,56;0,01;0,01;0,184;-99;-99;63,47;0,97;0,15;1,07;0,01;6,31;0,01;0,01;0,208;-99;-99;64,754;0,706;0,118;0,874;0,01;4,988;0,01;0,01;0,19;-99;-99;62,65;2,08;0,136;1,27;0,01;6,06;0,264;0,01;0,01;-99;-99;100,015;100,381;99,626;99,678;99,64;99,589
IF;IFR;IFR;60,343;10,603;0,042;1,288;0,01;1,071;0,015;0,011;0,058;-99;-99;21,725;24,014;12,565;36,579;41,702;64,38;4,29;0,035;1,88;0,01;1,21;0,01;0,01;0,046;-99;-99;68,31;1,51;0,03;0,56;0,01;0,5;0,01;0,01;0,04;-99;-99;66,99;2,56;0,047;0,79;0,01;0,83;0,054;0,016;0,06;-99;-99;67,857;1,871;0,036;0,639;0,01;0,613;0,025;0,012;0,047;-99;-99;51,65;21,55;0,051;1,55;0,01;1,4;0,075;0,01;0,01;-99;-99;99,428;99,583;100,374;100,206;100,318;98,569
IC;IC;IC;30,5160;55,255;0,018;0,162;0,01;0,111;0,01;0,01;0,02;-99;-99;90,109;4,028;0,613;4,641;5,255;30;55,94;0,018;0,15;0,01;0,1;0,01;0,01;0,02;-99;-99;43,45;38,07;0,016;0,22;0,01;0,18;0,01;0,01;0,016;-99;-99;49,49;28,21;0,035;0,22;0,026;0,28;0,01;0,01;0,02;-99;-99;44,248;36,768;0,019;0,22;0,012;0,193;0,01;0,01;0,017;-99;-99;27,23;59,83;0,017;0,32;0,01;0,23;0,017;0,01;0,01;-99;-99;99,251;99,175;100,676;99,62;100,538;99,4
IF;IF;IF;49,562;27,074;0,013;1,535;0,01;0,813;0,01;0,038;0,016;-99;-99;20,475;13,569;10,956;24,525;55,005;66,95;3,91;0,01;0,12;0,01;0,24;0,01;0,01;0,015;-99;-99;64,76;6,78;0,011;0,21;0,01;0,28;0,01;0,01;0,015;-99;-99;65,13;5,95;0,016;0,32;0,01;0,35;0,01;0,094;0,016;-99;-99;64,925;6,409;0,013;0,259;0,01;0,311;0,01;0,048;0,015;-99;-99;36,24;44,91;0,015;2,63;0,01;1,25;0,017;0,044;0,01;-99;-99;100,387;100,059;99,93;99,906;99,918;100,721
IF;IF;IF;46,981;31,851;0,014;0,569;0,01;0,322;0,01;0,01;0,012;-99;-99;34,115;8,869;5,619;14,488;51,402;66,72;3,92;0,01;0,12;0,01;0,1;0,01;0,01;0,014;-99;-99;65,9;5,83;0,013;0,23;0,01;0,13;0,01;0,01;0,014;-99;-99;65,34;5,58;0,021;0,26;0,01;0,25;0,01;0,01;0,016;-99;-99;65,683;5,733;0,016;0,242;0,01;0,177;0,01;0,01;0,015;-99;-99;28,61;57,75;0,017;0,96;0,01;0,51;0,01;0,01;0,01;-99;-99;99,988;99,599;100,484;99,604;100,144;100,206
IF;IC;IC;46,8420;31,783;0,015;0,304;0,01;0,171;0,01;0,01;0,014;-99;-99;78,153;4,693;2,51;7,203;14,656;47,86;30,28;0,013;0,24;0,01;0,11;0,01;0,01;0,013;-99;-99;62,06;10,8;0,017;0,22;0,01;0,14;0,01;0,01;0,018;-99;-99;62,36;9,46;0,028;0,3;0,01;0,32;0,01;0,01;0,018;-99;-99;62,165;10,333;0,021;0,248;0,01;0,203;0,01;0,01;0,018;-99;-99;33,88;50,34;0,021;0,67;0,01;0,48;0,02;0,01;0,01;-99;-99;99,309;99,131;99,977;99,351;99,76;100,029
IF;IF;IF;44,3200;35,988;0,022;0,465;0,01;0,406;0,01;0,01;0,013;-99;-99;24,991;12,524;8,012;20,536;54,478;50,21;27,56;0,016;0,14;0,01;0,11;0,01;0,01;0,01;-99;-99;64,91;6,73;0,021;0,17;0,01;0,24;0,01;0,01;0,014;-99;-99;65,77;5,33;0,028;0,21;0,01;0,34;0,01;0,01;0,019;-99;-99;65,246;6,184;0,024;0,186;0,01;0,279;0,01;0,01;0,016;-99;-99;33,73;51,09;0,024;0,72;0,01;0,59;0,014;0,01;0,01;-99;-99;100,32;99,675;100,037;100,027;100,035;100,726
IF;IF;IF;41,595;39,606;0,023;0,4;0,01;0,337;0,01;0,01;0,013;-99;-99;14,824;14,541;7,941;22,482;62,7;58,45;15,71;0,018;0,12;0,01;0,15;0,01;0,01;0,01;-99;-99;63,71;7,76;0,026;0,15;0,01;0,28;0,01;0,01;0,01;-99;-99;62,14;10,17;0,032;0,2;0,01;0,37;0,01;0,01;0,011;-99;-99;63,155;8,611;0,028;0,168;0,01;0,312;0,01;0,01;0,01;-99;-99;29,88;56,37;0,023;0,55;0,01;0,39;0,015;0,01;0,01;-99;-99;99,91;99,63;99,379;99,699;99,491;100,13
IF;IF;IF;37,057;47,123;0,016;0,407;0,01;0,479;0,01;0,01;0,034;-99;-99;17,405;13,558;6,035;19,593;63,008;55,86;19,29;0,018;0,25;0,01;0,36;0,01;0,01;0,036;-99;-99;63,99;6,55;0,019;0,24;0,01;0,47;0,01;0,01;0,052;-99;-99;61,36;10,19;0,03;0,27;0,01;1,15;0,01;0,01;0,041;-99;-99;63,18;7,671;0,022;0,249;0,01;0,679;0,01;0,01;0,049;-99;-99;23,74;67,08;0,014;0,5;0,01;0,45;0,028;0,01;0,01;-99;-99;101,093;99,873;98,875;99,479;99,06;102,064
IF;IF;IF;37,4200;45,653;0,016;0,601;0,01;0,552;0,01;0,01;0,033;-99;-99;13,215;13,865;5,84;19,705;67,085;59,31;13,76;0,017;0,22;0,01;0,4;0,01;0,01;0,037;-99;-99;63,14;9,29;0,022;0,37;0,01;0,55;0,01;0,01;0,044;-99;-99;59,85;13,5;0,036;0,53;0,01;0,7;0,01;0,01;0,045;-99;-99;62,165;10,538;0,026;0,417;0,01;0,594;0,01;0,01;0,044;-99;-99;25,84;62,25;0,013;0,73;0,01;0,57;0,029;0,01;0,01;-99;-99;100,408;99,284;100,609;100,458;100,563;100,585
IF;IF;IF;39,8200;42,324;0,012;0,382;0,01;0,274;0,019;0,017;0,016;-99;-99;36,029;11,357;4,687;16,044;47,934;50,57;26,88;0,01;0,27;0,01;0,28;0,01;0,021;0,014;-99;-99;61,08;12,01;0,019;0,47;0,01;0,31;0,032;0,033;0,022;-99;-99;59,28;14,04;0,024;0,43;0,01;0,49;0,01;0,017;0,026;-99;-99;60,554;12,603;0,02;0,458;0,01;0,363;0,026;0,028;0,023;-99;-99;24,8;63,88;0,01;0,44;0,01;0,24;0,016;0,01;0,023;-99;-99;100,003;99,811;100,26;99,834;100,134;100,101
IF;IC;IC;35,3190;49,428;0,01;0,265;0,01;0,17;0,032;0,012;0,015;-99;-99;90,703;2,75;0,749;3,499;5,804;35,26;49,57;0,01;0,26;0,01;0,16;0,034;0,012;0,015;-99;-99;48,04;30,84;0,01;0,21;0,01;0,22;0,01;0,016;0,019;-99;-99;53,42;22,51;0,01;0,39;0,01;0,29;0,023;0,035;0,022;-99;-99;49,192;29,057;0,01;0,249;0,01;0,235;0,013;0,02;0,02;-99;-99;27,88;59,49;0,01;0,35;0,01;0,28;0,012;0,01;0,013;-99;-99;100,453;100,498;100,034;99,68;99,96;100,051
ICTC;IMN;IMN;35,496;42,193;0,046;0,134;1,909;2,786;0,01;0,01;0,01;-99;-99;90,948;3,772;1,442;5,214;3,838;35,88;41,88;0,044;0,13;1,774;2,74;0,01;0,01;0,01;-99;-99;39,73;30,78;0,083;0,15;4,678;4,47;0,01;0,01;0,01;-99;-99;49,17;21,01;0,079;0,2;3,219;3,31;0,01;0,01;0,01;-99;-99;42,341;28,078;0,082;0,164;4,274;4,149;0,01;0,01;0,01;-99;-99;17,09;68,78;0,037;0,2;1,908;2,03;0,01;0,01;0,023;-99;-99;98,462;98,469;98,462;99,186;98,662;98,035
